Title , Type , Country Origin , Director , Languages , Plot , Metascore , Genre , Rating  , Relese Date , Rated , Awards , Actors , Poster link
The Oscars , movie , USA , Glenn Weiss , English , The 89th Annual Academy Awards ceremony celebrates the film industry's best and biggest in cinema for the year 2016 with host Jimmy Kimmel  including awards for best actors  directors  songs  original screenplays and motion picture. , N/A , Comedy  Music , 6.8 , 26 Feb 2017 , TV-14 , Won 1 Primetime Emmy. Another 1 win & 9 nominations. , Jimmy Kimmel  Justin Timberlake  Alicia Vikander  Mahershala Ali , https://m.media-amazon.com/images/M/MV5BMjMwODkwMDEyMF5BMl5BanBnXkFtZTgwNzE2MDMyMTI@._V1_SX300.jpg
Defining Moments , movie , Italy , Francesco Carrozzini , English , N/A , N/A , Short , N/A , 09 Feb 2017 , N/A , N/A , Robert De Niro  McCaul Lombardi , https://m.media-amazon.com/images/M/MV5BNThhOTJkY2EtOThlNi00OTYwLTk2OGItMDEwYjAzZjE5NmY1XkEyXkFqcGdeQXVyMzE4MjM0OQ@@._V1_SX300.jpg
The Envelope , series , USA , N/A , English , N/A , N/A , Talk-Show , N/A , 08 Feb 2017 , N/A , N/A , Mark Olsen  Yvonne Villarreal , https://m.media-amazon.com/images/M/MV5BMWU5ODA1ZmYtNmQ4ZS00NmMyLTg1YTgtZDgzM2FjM2I3YzYzXkEyXkFqcGdeQXVyNzQzOTc2Ng@@._V1_SX300.jpg
Good Morning America , series , USA , N/A , English , ABC's "Good Morning America" presents the News and Information Source of the day's topics and journalism. The 1st Co-Host Team of David Hartman & Nancy Dussault  2nd was Sandy Hill  3rd was ... , N/A , News  Talk-Show , 4.6 , 06 Jan 1975 , TV-G , 16 wins & 43 nominations. , Lara Spencer  Ginger Zee  Robin Roberts  George Stephanopoulos , https://m.media-amazon.com/images/M/MV5BYzY0Y2RiNGYtNWQzYi00NTQ4LTg1M2MtMmE5MDQ3NWUxYjJmXkEyXkFqcGdeQXVyNjE4Njk5NTM@._V1_SX300.jpg
Tony Bennett Celebrates 90: The Best Is Yet to Come , movie , USA , Jerry Foley , English , A 2-hour special from Radio City Music Hall celebrating Tony Bennett's 90th birthday  with tributes from music's most prominent artists as well as retrospective segments on his ... , N/A , Documentary  Music , 2.5 , 20 Dec 2016 , N/A , Nominated for 2 Primetime Emmys. Another 1 nomination. , Alec Baldwin  Tony Bennett  Andrea Bocelli  Michael Bubl� , https://m.media-amazon.com/images/M/MV5BYzQ0YTNkMzQtZjRhMC00ODY0LWEyZDctM2VhMjY4ZmU0N2EyXkEyXkFqcGdeQXVyMTY4MjcyODI@._V1_SX300.jpg
Hands of Stone: Roberto Dur�n - A Boxing Legend  A Nation's Pride , movie , USA , N/A , English , N/A , N/A , Documentary  Short  Biography  History  Sport , N/A , 22 Nov 2016 , N/A , N/A , Rick Avery  Rub�n Blades  Ana de Armas  Robert De Niro , N/A
Jimmy Kimmel Live! , series , USA , N/A , English , Jimmy Kimmel interviews celebrities. , N/A , Comedy  Music  Talk-Show , 6.7 , 26 Jan 2003 , TV-14 , Won 3 Primetime Emmys. Another 2 wins & 52 nominations. , Jimmy Kimmel , https://m.media-amazon.com/images/M/MV5BMTFhOWQwMTktYTJlOS00ZGExLWIzMDYtNGU2NTFiOTZjNDZjXkEyXkFqcGdeQXVyNjg3MDM4Mzc@._V1_SX300.jpg
Taxi Driver: 40th Anniversary Cast Q&A , movie , USA , N/A , English , N/A , N/A , Documentary  Short , N/A , 08 Nov 2016 , N/A , N/A , Michael Chapman  Robert De Niro  Jodie Foster  Martin Scorsese , N/A
Hollywood Film Awards , movie , USA , Jim Tanker , English , N/A , N/A , N/A , N/A , 06 Nov 2016 , N/A , N/A , Casey Affleck  Mahershala Ali  Warren Beatty  Lily Collins , https://m.media-amazon.com/images/M/MV5BMjY1MzcwNTQtNmY4OC00ZTNlLWIzYjQtYTg3YWJlNDlkNjczL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjM0ODkxMjM@._V1_SX300.jpg
Academy Event: Heat , movie , USA , N/A , English , A discussion panel with the cast and crew of Heat (1995) moderated by Christopher Nolan. , N/A , Short  Talk-Show , N/A , 07 Sep 2016 , N/A , N/A , Amy Brenneman  Pieter Jan Brugge  Robert De Niro  William Goldenberg , N/A
CBS This Morning , series , USA , N/A , English , A mix of news  features and interviews with notable figures in politics  business and entertainment. , N/A , News , 5.7 , 09 Jan 2012 , N/A , 5 wins & 12 nominations. , Gayle King  Charlie Rose  Norah O'Donnell , https://m.media-amazon.com/images/M/MV5BM2M2ODEzYjUtMDY0OC00NjlkLTk2NjYtMWM1MTY4ZmMyOTY2XkEyXkFqcGdeQXVyNTc4Njg5MjA@._V1_SX300.jpg
Mike & Mike , series , USA , N/A , English , Mike Golic and Mike Greenberg debate sports. , N/A , News  Sport  Talk-Show , 7.1 , N/A , N/A , N/A , Mike Golic  Mike Greenberg , N/A
I Am JFK Jr. , movie , Canada , Derik Murray  Steve Burgess , English , I Am JFK Jr. - A Tribute to a Good Man is an homage to America's fallen prince and the Kennedy legacy. It is the story of a young man destined for greatness  but determined to be good in a ... , N/A , Documentary , 7.0 , 01 Aug 2016 , Not Rated , N/A , Christopher Andersen  John Perry Barlow  Christiane Amanpour  Paul Begala , https://m.media-amazon.com/images/M/MV5BOGI3YzZlYzQtMDkwZC00ZDZkLWFhNDYtNjc0NmVkMjcyOGY2XkEyXkFqcGdeQXVyMTgxMzAwMDM@._V1_SX300.jpg
Le journal du Festival , series , France , N/A , French , N/A , N/A , N/A , N/A , 11 May 2016 , N/A , N/A , Michel Denisot , N/A
Made in Hollywood , series , USA , N/A , English , "MADE IN HOLLYWOOD"  is an inventive behind-the-screen entertainment news  headline; magazine-styled series  featuring exclusive celebrity interviews with Hollywood's premiere talent. There... , N/A , Talk-Show , 4.9 , 30 Sep 2005 , N/A , N/A , Kylie Erica Mar  Julie L. Harkness  Patrick Stinson , https://m.media-amazon.com/images/M/MV5BMTQ4NjE1MDU3Nl5BMl5BanBnXkFtZTcwODU5NzE5Ng@@._V1_SX300.jpg
Toukie Smith Tribute with Robert De Niro , movie , USA , Ralph Richardson , English , N/A , N/A , Short , N/A , 05 Apr 2016 , N/A , N/A , Robert De Niro  Eisa Ulen Richardson  Toukie Smith , N/A
Zac Efron Pitches Robert De Niro on Movie Reboots , series , USA , N/A , English , N/A , N/A , Comedy , 4.6 , 21 Jan 2016 , N/A , N/A , Robert De Niro  Zac Efron , N/A
Robert De Niro's Happy Birthday Greeting to Zac Efron's Girlfriend , movie , USA , Leslye Headland , English , N/A , N/A , Short  Comedy , N/A , 20 Jan 2016 , N/A , N/A , Robert De Niro  Zac Efron , N/A
Robert De Niro Tricks Zac Efron Into Making Him a Sandwich , series , USA , N/A , English , N/A , N/A , Comedy , N/A , 19 Jan 2016 , N/A , N/A , Robert De Niro  Zac Efron , N/A
Live! with Kelly , series , USA , N/A , English , This popular and long-running morning talk show owes much of its success to the chemistry between its two hosts  Regis Philbin and Kelly Ripa. Although the format is not significantly ... , N/A , Talk-Show , 4.8 , N/A , TV-PG , 12 wins & 84 nominations. , Kelly Ripa  Michael Strahan , https://m.media-amazon.com/images/M/MV5BNDY2M2U2OGEtNTAwMy00NTViLWE0ZTktZjExZThhYmMwYzcxXkEyXkFqcGdeQXVyODQwNjgyMw@@._V1_SX300.jpg
Special Look , series , USA , N/A , English , N/A , N/A , Talk-Show , N/A , 01 Jun 2012 , N/A , N/A , Ben Affleck  Christian Bale  Carrie Coon  Kim Dickens , N/A
Film 2017 , series , UK , N/A , English , The BBC's flagship cinema review television programme featuring reviews of new releases  news items and interviews. The title of the programme changes each year to incorporate the year of broadcast. , N/A , Talk-Show , 7.7 , 16 Nov 1971 , N/A , 2 nominations. , Barry Norman  Danny Leigh  Claudia Winkleman  Jonathan Ross , https://m.media-amazon.com/images/M/MV5BNjVkNDEwNTktYmZiMi00NzMwLWJhOGQtZjYyMTBhY2JmN2U0XkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg
Vecherniy Urgant , series , Russia , N/A , Russian , N/A , N/A , Talk-Show , 6.1 , 16 Apr 2012 , N/A , N/A , Ivan Urgant , https://m.media-amazon.com/images/M/MV5BZWFjZGYwZjgtZjFhZi00YjU5LTlkYmUtMGRhNThlMGVmZjM4XkEyXkFqcGdeQXVyNjMwOTA1MDM@._V1_SX300.jpg
Guys Choice Awards 2015 , movie , USA , Ryan Polito , English , N/A , N/A , N/A , N/A , 18 Jun 2015 , N/A , N/A , Taraji P. Henson  Terrence Howard  Mary J. Blige  Coolio , N/A
Scorsese's Goodfellas , movie , USA , N/A , English , In this produced by Brett Ratner new retrospective documentary we hear from cast members and additional participants include Harvey Keitel  Leonardo DiCaprio and Terence Winter  creator of ... , N/A , Documentary , 7.5 , 05 May 2015 , N/A , N/A , Lorraine Bracco  Robert De Niro  Leonardo DiCaprio  Harvey Keitel , https://m.media-amazon.com/images/M/MV5BNmQ4ZmNmMWUtNGExYy00MjI4LWI2ZjYtNGYzOGJhNjc0NWU4XkEyXkFqcGdeQXVyMjQ0NzE0MQ@@._V1_SX300.jpg
Peggy Guggenheim: Art Addict , movie , USA , Lisa Immordino Vreeland , English , A portrait of a patron of the arts extraordinaire who transformed a modest fortune and impeccable taste into one of the premiere collections of twentieth century art. , 68 , Documentary  Biography  History , 7.1 , 11 Dec 2015 , Not Rated , 1 win & 2 nominations. , Peggy Guggenheim  Jacqueline Bograd Weld  Francine Prose  John Richardson , https://m.media-amazon.com/images/M/MV5BMTY5MzA3MjEwMV5BMl5BanBnXkFtZTgwODgzNzQ4NzE@._V1_SX300.jpg
International Jazz Day , movie , USA , Doug Biro  Jon Fine , English , N/A , N/A , Music , N/A , 10 Apr 2015 , N/A , N/A , Tony Bennett  Terence Blanchard  Dee Dee Bridgewater  Candido Camero , N/A
Saturday Night Live: 40th Anniversary Special , movie , USA , Don Roy King , N/A , Former members of Saturday Night Live come together to remember the past 40 years of Saturday Night Live. , N/A , Comedy , 8.1 , 15 Feb 2015 , TV-14 , Won 4 Primetime Emmys. Another 1 win & 7 nominations. , Fred Armisen  Dan Aykroyd  Alec Baldwin  Vanessa Bayer , https://m.media-amazon.com/images/M/MV5BMTUwNzU2OTEwMV5BMl5BanBnXkFtZTgwOTc1NDQ0NDE@._V1_SX300.jpg
Saturday Night Live 40th Anniversary Red Carpet Special , movie , USA , Alexander J. Vietmeier , English , Former SNL cast members  hosts and guest stars like Alec Baldwin  Tina Fey  Amy Poehler  Will Ferrell  Melissa McCarthy and more walk the red carpet and chat with Matt Lauer  Savannah Guthrie and Carson Daly. , N/A , Comedy , 5.8 , 15 Feb 2015 , N/A , N/A , Matt Lauer  Savannah Guthrie  Al Roker  Carson Daly , N/A
The Man Who Saved the World , movie , Denmark  Latvia  Russia  USA , Peter Anthony , Russian  English , Retired Soviet Lt. Col. Stanislav Petrov  who saved the world from WW3  talks about his life as retiree and shares his opinions on the Cold War with actor Kevin Costner in this melancholic mixture of documentary and reenacted footage. , 55 , Documentary  Biography  Drama  History , 7.6 , 18 Sep 2015 , N/A , 8 wins & 7 nominations. , Stanislav Petrov  Kevin Costner  Sergey Shnyryov  Nataliya Vdovina , https://m.media-amazon.com/images/M/MV5BMjQwODY5NzE0N15BMl5BanBnXkFtZTgwMzk1MDY4MjE@._V1_SX300.jpg
Fox News Sunday , series , USA , N/A , English , Sunday morning Fox News Channel commentary show has interviews with newsmakers and discussions of current affairs. , N/A , News  Talk-Show , 4.0 , N/A , N/A , N/A , Chris Wallace  Juan Williams , N/A
Charlie Rose , series , USA , N/A , English , Charlie Rose interviews noteworthy people in fields including politics and government  business and economics  science and technology  media  sports and the arts. , N/A , News  Talk-Show , 7.8 , 30 Sep 1991 , N/A , 2 wins & 4 nominations. , Charlie Rose , https://m.media-amazon.com/images/M/MV5BMjExOTQ0NDc2N15BMl5BanBnXkFtZTgwMDI2NTgwMzE@._V1_SX300.jpg
The Daily Show with Trevor Noah , series , USA , N/A , English , Providing comedy/news in the tradition of TV Nation and SNL's Weekend Update  Comedy Central's Daily Show reports on the foibles and of the real world with a satirical edge. In addition to ... , N/A , Comedy  News  Talk-Show , 8.4 , 22 Jul 1996 , TV-14 , Won 24 Primetime Emmys. Another 42 wins & 158 nominations. , Jon Stewart , https://m.media-amazon.com/images/M/MV5BMDdkMmZlNTgtNjIzYi00ZjQ4LWJlOTctYjJmYTcxMjU3ZjAzXkEyXkFqcGdeQXVyNTA1NDcyMzM@._V1_SX300.jpg
Don Rickles: One Night Only , movie , USA , Joe DeMaio  Jeff Roe , English , Filmed live at the Apollo Theatre in New York  Don Rickles One Night Only  celebrates the life and career of Mr. Warmth; Don Rickles. The special is hosted by Jerry Sienfeld and features ... , N/A , Comedy , 8.3 , 28 May 2014 , TV-MA , N/A , Amber Heard  Johnny Depp  Martin Scorsese  Robert De Niro , https://m.media-amazon.com/images/M/MV5BYzQ5OTBlNTgtNzJkYy00N2JiLWFiMjAtZWQyYmU1MjY5NjI2XkEyXkFqcGdeQXVyNjU5MTM2NzQ@._V1_SX300.jpg
In the Ring with Kevin Hart , movie , USA , Jonathan Strailey , English , Hart laughs it up on set as Segal and company wax poetic about his contributions to the film  Dante's Don King aspirations  and the actor's flurry of verbal blows. , N/A , Documentary  Short , N/A , 08 Apr 2014 , N/A , N/A , Alan Arkin  Robert De Niro  Kevin Hart  Peter Segal , N/A
Kevin Hart Unedited , movie , USA , Jonathan Strailey , English , Broll compilation of Kevin Hart focused on outtakes and improv. , N/A , Documentary  Short , N/A , 08 Apr 2014 , N/A , N/A , Alan Arkin  Robert De Niro  Kevin Hart  Peter Segal , N/A
The Bull & the Stallion , movie , USA , Jonathan Strailey , English , Key members of the cast and crew  from director Peter Segal to Stallone and De Niro to Alan Arkin and more  sit down to discuss the movie  its tone and characters  Stallone's fight choreography  and other highlights of the production. , N/A , Documentary  Short , N/A , 08 Apr 2014 , N/A , N/A , Alan Arkin  Kim Basinger  Jon Bernthal  Robert De Niro , N/A
A Conversation with Martin Scorsese  Robert DeNiro and Jerry Lewis , movie , USA , N/A , English , N/A , N/A , Documentary  Short , N/A , 25 Mar 2014 , N/A , N/A , Robert De Niro  Jerry Lewis  Martin Scorsese , N/A
Van der Vorst ziet sterren , series , Netherlands , N/A , Dutch , N/A , N/A , Talk-Show , N/A , 16 Jan 2009 , N/A , N/A , Peter van der Vorst , N/A
The Oscars , movie , USA , Hamish Hamilton , English , The Academy of Motion Picture Arts and Sciences celebrates the year's achievements in film. , N/A , Comedy  Music , 7.9 , 02 Mar 2014 , TV-14 , Won 1 Primetime Emmy. Another 1 win & 10 nominations. , Ellen DeGeneres  Anne Hathaway  Barkhad Abdi  Bradley Cooper , https://m.media-amazon.com/images/M/MV5BZGZhMzQ4MmMtYjQ4Zi00NTg2LTkwNDItY2I4NzRlNmU3NjM5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg
The 7PM Project , series , Australia , N/A , English , A panel of Australian personalities taking a new modern and slightly funny look at the news , N/A , Comedy  News  Talk-Show , 5.0 , 20 Jul 2009 , N/A , 1 win & 2 nominations. , Carrie Bickmore  Charlie Pickering  Dave Hughes , https://m.media-amazon.com/images/M/MV5BMTAzMTIxNDYyNjdeQTJeQWpwZ15BbWU4MDAxMzE4OTAx._V1_SX300.jpg
The O'Reilly Factor , series , USA , N/A , English , Fox News Channel news and talk show. , N/A , News  Talk-Show , 3.5 , 07 Oct 1996 , N/A , 2 wins & 1 nomination. , Bill O'Reilly , https://m.media-amazon.com/images/M/MV5BMTIwMDY2MzEtZmMyMS00OTNiLTg0NmItZDBlNWYxYWU2ZjA4XkEyXkFqcGdeQXVyODg3NDc1OTE@._V1_SX300.jpg
20th Annual Screen Actors Guild Awards , movie , USA , Jeff Margolis , English , Screen Actors Guild Award - American award  awarded by Guild of movie actors of the USA from 1995 for movies and television serials. , N/A , N/A , 7.0 , 18 Jan 2014 , N/A , N/A , Jennifer Lawrence  Lupita Nyong'o  Julia Roberts  June Squibb , https://m.media-amazon.com/images/M/MV5BN2I3NDU1YzUtOTUyNi00MGJiLTgwNDItYTYxMWRkYzRlZjhmXkEyXkFqcGdeQXVyMDYxMTUwNg@@._V1_SX300.jpg
Remembering the Artist: Robert De Niro  Sr. , movie , USA , Geeta Gandbhir  Perri Peltz , English , Robert De Niro  Sr.  was a celebrated painter obscured by the pop-art movement. His life and career are chronicled in the artist's own words by his contemporaries and  movingly  by his son  the actor Robert De Niro. , N/A , Documentary  Short , 6.6 , 17 Jan 2014 , TV-14 , 1 nomination. , Robert De Niro Sr.  Drena De Niro  Robert De Niro , https://m.media-amazon.com/images/M/MV5BMzcyMmI3NTctZTYwMS00NTUxLTg2NDYtNGUxODI2YzI2MThmXkEyXkFqcGdeQXVyMTAwNjkyNjU@._V1_SX300.jpg
Fox and Friends , series , USA , N/A , English  Spanish , A morning news show that includes interviews  features and banter among the hosts. , N/A , News  Talk-Show , 3.3 , 01 Feb 1998 , N/A , N/A , Steve Doocy  Brian Kilmeade  Ainsley Earhardt  Heather Nauert , https://m.media-amazon.com/images/M/MV5BZjc5ZWI5ZGYtYjFhMS00ZmYwLWEzMjktMWFhYTZlZTE0ZjQ2XkEyXkFqcGdeQXVyNjE4Njk5NTM@._V1_SX300.jpg
ABC News Nightline , series , USA , N/A , English , A nightly discussion of one important news event from earlier that day. , N/A , News  Talk-Show , 5.8 , 24 Mar 1980 , N/A , 35 wins & 59 nominations. , JuJu Chang  Bill Weir  Terry Moran  Byron Pitts , https://m.media-amazon.com/images/M/MV5BODUyMGZlY2UtMjM3Ny00YjQwLTgwYTYtNzAwZDBiMTNiN2RjXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_SX300.jpg
David Blaine: Real or Magic , movie , USA , Matthew Akers , English , Magician David Blaine ventures across America from New York to Los Angeles  performing to various celebrities and the general public. , N/A , Documentary  Mystery , 7.6 , 19 Nov 2013 , TV-14 , N/A , David Blaine  Hadji Ali  Woody Allen  Will Arnett , https://m.media-amazon.com/images/M/MV5BNDA0MTlkYWQtNzNiMS00ZWE3LTg2ODUtZTQwNmVkN2E3M2NhXkEyXkFqcGdeQXVyNjUzNjY0NTE@._V1_SX300.jpg
Tetsuko's Room , series , Japan , N/A , Japanese , N/A , N/A , Talk-Show , 7.1 , 02 Feb 1976 , N/A , N/A , Tetsuko Kuroyanagi , N/A
Smap�Smap , series , Japan , N/A , Japanese , N/A , N/A , Music  Comedy , 7.5 , 01 Apr 1996 , N/A , N/A , Takuya Kimura  Gor� Inagaki  Tsuyoshi Kusanagi  Shingo Katori , N/A
Larry King Now , series , USA , N/A , English , Larry King continues his brand of talk with "Larry King Now" on Ora TV & Hulu , N/A , Talk-Show , 5.7 , 17 Jul 2012 , N/A , 1 win & 5 nominations. , Larry King , https://m.media-amazon.com/images/M/MV5BMjI1MzI0NzY4OV5BMl5BanBnXkFtZTcwODAwNzI0OQ@@._V1_SX300.jpg
The Screen Junkies Show , series , USA , N/A , English , A look at the best movies  directors  TV shows and everything else related to movies. , N/A , Comedy , 8.6 , 13 Feb 2012 , N/A , N/A , Hal Rudnick , https://m.media-amazon.com/images/M/MV5BMTgwODAwNDYxNl5BMl5BanBnXkFtZTgwMjI2MDY4MjE@._V1_SX300.jpg
Mezamashi terebi , series , Japan , N/A , Japanese , N/A , N/A , News , 4.2 , 01 Apr 1994 , N/A , N/A , Shin'ichi Karube  Y�ko Sh�no  Masaharu Miyake  Yuki Yamasaki , N/A
Pon! , series , Japan , N/A , Japanese , N/A , N/A , Talk-Show , N/A , 29 Mar 2010 , N/A , N/A , Miki Sakaj�  Bibiru Ohki  Sachie Sugiue , N/A
Late Night with Jimmy Fallon , series , USA , N/A , English , Comedian Jimmy Fallon hosts a late-night talk show. , N/A , Comedy  Music  Talk-Show , 6.9 , 02 Mar 2009 , TV-14 , Won 3 Primetime Emmys. Another 3 wins & 16 nominations. , Jimmy Fallon  The Roots  Steve Higgins , https://m.media-amazon.com/images/M/MV5BYzdjOTU2ZGYtNzU3Zi00ZDNmLThiNjEtNGZkNWM2NTIzYjAzXkEyXkFqcGdeQXVyNzMxMzYyOTI@._V1_SX300.jpg
Weekend Ticket , series , USA , N/A , English , N/A , N/A , Short  News , 6.3 , 11 Mar 2013 , N/A , N/A , Dave Karger , https://m.media-amazon.com/images/M/MV5BMTYzODA0Nzg3M15BMl5BanBnXkFtZTgwNjkzNTQwMDE@._V1_SX300.jpg
Trespassing Bergman , movie , Sweden , Jane Magnusson  Hynek Pallas , English  German  Swedish  Danish , A group of filmmakers visit Ingmar Bergman's house on the remote Swedish island of Faro to discuss his legacy. , N/A , Documentary , 7.3 , 03 Jan 2015 , N/A , N/A , Tomas Alfredson  Woody Allen  Wes Anderson  Harriet Andersson , https://m.media-amazon.com/images/M/MV5BYTExMWU3NDctZWI5My00NWY5LTkwNmUtZDBkMzM0Yjc5M2JiXkEyXkFqcGdeQXVyMjc1MDU0Nzk@._V1_SX300.jpg
The Making of 'Killing Season' , movie , USA , N/A , English , This short provides comments from director Mark Steven Johnson and actors John Travolta and Robert De Niro as they tell us a little about characters and story. , N/A , Short , N/A , 20 Aug 2013 , N/A , N/A , Robert De Niro  Mark Steven Johnson  John Travolta , N/A
AFI Life Achievement Award: A Tribute to Mel Brooks , movie , USA , Louis J. Horvitz , English , N/A , N/A , Biography , 6.8 , 15 Jun 2013 , N/A , Won 1 Primetime Emmy. Another 1 nomination. , Matthew Broderick  Mel Brooks  Billy Crystal  Larry David , N/A
Inside the Actors Studio , series , USA , N/A , English , Famous actors  directors and writers reminisce about their careers and the philosophy behind their craft. , N/A , Talk-Show , 8.7 , 12 Jun 1994 , N/A , Won 1 Primetime Emmy. Another 4 wins & 34 nominations. , James Lipton , https://m.media-amazon.com/images/M/MV5BYjQ1ODRkMjAtOTdjZi00MjZhLWFkMzYtN2IzN2Y5ZmY5OTRlXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg
The Oscars , movie , USA , Don Mischer , English , Seth MacFarlane hosts the Academy Awards. , N/A , Comedy  Music , 7.3 , 24 Feb 2013 , TV-14 , Nominated for 9 Primetime Emmys. Another 1 win & 3 nominations. , Seth MacFarlane  William Shatner  Naomi Watts  Jennifer Lawrence , https://m.media-amazon.com/images/M/MV5BMTQzNDg1NzY2N15BMl5BanBnXkFtZTcwNDU1MDk5OA@@._V1_SX300.jpg
The Oscars Red Carpet Live , movie , USA , Glenn Weiss , English , N/A , N/A , N/A , 6.5 , 24 Feb 2013 , N/A , N/A , Kristin Chenoweth  Lara Spencer  Kelly Rowland  Jess Cagle , N/A
Miracle Rising: South Africa , movie , South Africa , Brett Lotriet Best , English , MIRACLE RISING: SOUTH AFRICA is the epic legacy of South Africa's political transformation that culminated in the first free and fair elections in April 1994. Recounted through the personal... , N/A , Documentary , 7.2 , 10 Feb 2013 , N/A , N/A , Christiane Amanpour  Neil Barnard  Bono  Richard Branson , https://m.media-amazon.com/images/M/MV5BMTk4MDY5NjA5Ml5BMl5BanBnXkFtZTcwMjA3Nzg4OQ@@._V1_SX300.jpg
19th Annual Screen Actors Guild Awards , movie , USA , Jeff Margolis , English , N/A , N/A , N/A , 7.5 , 27 Jan 2013 , N/A , N/A , Jane Krakowski  Chris Tucker  Helen Hunt  Hal Holbrook , N/A
The Tonight Show with Jay Leno , series , USA , N/A , English , After Johnny Carson's retirement from the show  Jay Leno stepped in as his permanent replacement. The format of the show has remained largely unchanged  consisting primarily of an opening ... , N/A , Comedy  Music  Talk-Show , 5.2 , 25 May 1992 , TV-14 , Won 4 Primetime Emmys. Another 3 wins & 42 nominations. , Jay Leno  Kevin Eubanks  Edd Hall , https://m.media-amazon.com/images/M/MV5BODdiOTUwMGUtODRjNC00ZmFjLWJiYzQtOWY5ODc1Y2FhMmQ5XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg
18th Annual Critics' Choice Movie Awards , movie , USA , Michael Dempsey , English , N/A , N/A , N/A , 6.3 , 10 Jan 2013 , N/A , N/A , Amy Adams  Ben Affleck  Judd Apatow  Stefan Arndt , N/A
Bergmans video , series , Sweden , N/A , Swedish  English  German  Danish  Spanish  Japanese  Chinese , Directors such as Martin Scorsese and Wes Anderson discuss Ingmar Bergman and his films. , N/A , Documentary , 6.9 , 22 Aug 2012 , N/A , N/A , Woody Allen  Wes Anderson  Francis Ford Coppola  Wes Craven , https://m.media-amazon.com/images/M/MV5BMDYzMDJhMjEtYzQ1Ni00MGY0LTljODgtMTg3NjMzM2MxYTQ1XkEyXkFqcGdeQXVyMjI3MDczMjI@._V1_SX300.jpg
The 35th Annual Kennedy Center Honors , movie , USA , Louis J. Horvitz , English , Honorees: Dustin Hoffman  David Letterman  Natalia Makarova and Led Zeppelin. , N/A , Musical , 8.3 , 26 Dec 2012 , N/A , Won 2 Primetime Emmys. Another 2 nominations. , Buddy Guy  Dustin Hoffman  David Letterman  Natalia Makarova , N/A
Close Up , series , USA , N/A , English  French , Primarily meant for the Asian market  these collections of biographies were filmed in English  then translated to the various languages of the networks country of origin. Each of the ... , N/A , Biography , 7.5 , 01 Jan 2011 , N/A , N/A , Angela Valley , https://m.media-amazon.com/images/M/MV5BMjEzMzg5MzgwMF5BMl5BanBnXkFtZTgwOTQ2Njk3MDE@._V1_SX300.jpg
Red Lights: Cast Interviews , movie , USA , N/A , English , Set of interviews with Weaver  Murphy  De Niro and Olsen and their comments about the director and promotion a film. , N/A , Short , N/A , 02 Oct 2012 , N/A , N/A , Robert De Niro  Cillian Murphy  Elizabeth Olsen  Sigourney Weaver , N/A
Turning on the Red Lights: Making of 'Red Lights' , movie , USA , N/A , English , A making-of piece with interviews and behind-the-scenes footage. Here  Cort�s speaks in Spanish  with (non-switchable) English subtitles. Weaver  Murphy and De Niro are interviewed in English. , N/A , Documentary  Short , N/A , 02 Oct 2012 , N/A , N/A , Rodrigo Cort�s  Robert De Niro  Cillian Murphy  Sigourney Weaver , N/A
Close Up , movie , Italy , Tiziano Sossi , English , More than 150 silent short films about singers  actors and directors captured during Press Conferences in Cannes  Venice and Berlin  between 1993 and 2002. Presented the first time in 2012 ... , N/A , Documentary , N/A , 30 Sep 2012 , N/A , N/A , Michelangelo Antonioni  Asia Argento  Dario Argento  Roberto Benigni , https://m.media-amazon.com/images/M/MV5BODUzOWZjNTQtYzIzYi00MDBjLTgwYmYtODdhZmVlZTY3YjM2XkEyXkFqcGdeQXVyNTI1NjU1MTE@._V1_SX300.jpg
Casting By , movie , USA , Tom Donahue , English , The surprising  never-before-told tale of the indispensable yet unsung Casting Director - Iconoclasts whose keen eye  exquisite taste and gut instincts redefined Hollywood. , 70 , Documentary  Biography , 7.6 , 01 Nov 2013 , TV-14 , 3 wins & 1 nomination. , Deborah Aquila  Risa Bramon Garcia  Ellen Chenoweth  Marion Dougherty , https://m.media-amazon.com/images/M/MV5BNjU3NTYzOTM5N15BMl5BanBnXkFtZTgwOTE3MjQ0MDE@._V1_SX300.jpg
The 2012 Comedy Awards , movie , USA , Beth McCarthy-Miller , English , N/A , N/A , Comedy , 6.5 , 06 May 2012 , N/A , N/A , Will Arnett  Louis C.K.  Jim Carrey  Johnny Carson , N/A
Piers Morgan Tonight , series , USA , N/A , English , N/A , N/A , Talk-Show , 3.1 , 17 Jan 2011 , N/A , N/A , Piers Morgan , https://m.media-amazon.com/images/M/MV5BYTM1MTg4NGYtNjJiNS00ZDYwLThhYjQtNzQxYzU1YWRiYzRkXkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_SX300.jpg
