Title , Type , Country Origin , Director , Languages , Plot , Metascore , Genre , Rating  , Relese Date , Rated , Awards , Actors , Poster link
2016 MTV Movie Awards , movie , USA , Glenn Weiss , English , In a world of award shows that suck  MTV gives you an award show that doesn't suck. Kevin Hart and Dwayne "The Rock" Johnson host the 2016 MTV Movie Awards  an irreverent  in-your-face celebration of the movies fans really love with the stars they actually care about. And unlike other award shows  the fans choose the winners  not some exclusive committee of old  rich people. The show includes ... , N/A , Comedy  News , 5.3 , 10 Apr 2016 , TV-14 , N/A , Dwayne Johnson  Kevin Hart  Miles Teller  Daisy Ridley , https://m.media-amazon.com/images/M/MV5BMjI5ODc4MDY2Nl5BMl5BanBnXkFtZTgwMDEzMTE0ODE@._V1_SX300.jpg
Action ou v�rit� , series , France , N/A , French , N/A , N/A , Talk-Show , N/A , 18 Mar 2016 , N/A , N/A , Alessandra Sublet , N/A
E! Live from the Red Carpet , series , USA , N/A , English  Spanish  Italian  French , The E! News Team takes you to the hottest events in Hollywood live from the Red Carpet! , N/A , News , 4.0 , 27 Mar 1995 , N/A , N/A , Giuliana Rancic  Ryan Seacrest , https://m.media-amazon.com/images/M/MV5BMTU2MTE4MDE0NV5BMl5BanBnXkFtZTgwMzA0MDQ1NDE@._V1_SX300.jpg
The Oscars , movie , USA , Glenn Weiss , English , The 88th Academy Awards ceremony honors achievement in film in 2015. , N/A , Comedy  Music , 6.5 , 28 Feb 2016 , TV-14 , Nominated for 3 Primetime Emmys. Another 4 nominations. , Chris Rock  Emily Blunt  Charlize Theron  Tom McCarthy , https://m.media-amazon.com/images/M/MV5BNDkxMTUwNzQzMF5BMl5BanBnXkFtZTgwNTEyMjE3NzE@._V1_SX300.jpg
Rencontres de cin�ma , series , N/A , N/A , N/A , N/A , N/A , N/A , N/A , 30 Aug 2009 , N/A , N/A , Laurent Weil , N/A
The EE British Academy Film Awards , movie , UK , N/A , English , N/A , N/A , Documentary , 7.3 , 14 Feb 2016 , N/A , N/A , Claudia Winkleman  Lenny Abrahamson  Naji Abu Nowar  Riz Ahmed , https://m.media-amazon.com/images/M/MV5BM2VkMTFkMDItOTc3ZC00YjQ5LWE4OGUtYzcyYzM2MGU0MTRmXkEyXkFqcGdeQXVyNDI2NzczOTg@._V1_SX300.jpg
OSCARS Opening Ceremony: Live from the Red Carpet , movie , USA , Jeff Winn , English , N/A , N/A , News , N/A , 02 Feb 2016 , N/A , N/A , Robin Roberts  Amy Robach , N/A
22nd Annual Screen Actors Guild Awards , movie , USA , Alan Carter , English , N/A , N/A , N/A , 6.2 , 30 Jan 2016 , N/A , N/A , Uzo Aduba  Adewale Akinnuoye-Agbaje  Abraham Attah  Christian Bale , https://m.media-amazon.com/images/M/MV5BMTFlODUwZmItMDc2NC00YzBjLWE2NWMtNjc4MjVhMGI2NjM3XkEyXkFqcGdeQXVyMTQwNzQ1NzQ@._V1_SX300.jpg
A World Unseen: The Revenant , movie , USA , Eliot Rausch , English , A short documentary following the production process of the movie 'The Revenant'. , N/A , Documentary  Short , 7.4 , 21 Jan 2016 , N/A , N/A , Leonardo DiCaprio  Alejandro G. I��rritu , https://m.media-amazon.com/images/M/MV5BMDY4NmFlYWEtNzAyMy00M2NkLTk0ZTEtYThiYmE0YmFmZTBkXkEyXkFqcGdeQXVyNjE4NzI5Mzg@._V1_SX300.jpg
21st Annual Critics' Choice Awards , movie , USA , Michael Dempsey , English , N/A , N/A , N/A , 5.5 , 17 Jan 2016 , N/A , N/A , T.J. Miller  J.J. Abrams  Jennifer Aniston  Aziz Ansari , https://m.media-amazon.com/images/M/MV5BYTg1YmFhMDYtZDhmMy00N2NhLWI3ZDYtNjdhZWU3ODczNDk3XkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg
Markus Lanz , series , Germany , N/A , German , N/A , N/A , Talk-Show , 4.2 , 03 Jun 2008 , N/A , 1 nomination. , Markus Lanz , N/A
Access Hollywood , series , USA , N/A , English , Celebrity information  hollywood gossip  and other news from the world of entertainment. , N/A , News , 3.5 , 01 Sep 1996 , N/A , 2 wins & 8 nominations. , Billy Bush , https://m.media-amazon.com/images/M/MV5BMTY3NDg2NDk5OV5BMl5BanBnXkFtZTgwNzY5MTAxNzE@._V1_SX300.jpg
2016 Golden Globe Arrivals Special , movie , USA , Gregg Gelfand , English , N/A , N/A , N/A , 7.6 , 10 Jan 2016 , TV-14 , N/A , Matt Lauer  Savannah Guthrie  Natalie Morales  Tamron Hall , N/A
73rd Golden Globe Awards , movie , USA , Louis J. Horvitz , English , The Hollywood Foreign Press Association's 73rd annual event honoring excellence in film and television  hosted by Ricky Gervais. , N/A , N/A , 7.0 , 10 Jan 2016 , TV-14 , Nominated for 1 Primetime Emmy. Another 1 nomination. , Ricky Gervais  Channing Tatum  Jonah Hill  Jane Fonda , https://m.media-amazon.com/images/M/MV5BM2M1MjdkNWYtOGUwOS00MzQ4LWFhODEtODBkYTVmMDk1ZWQwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
Weekend Today , series , USA , N/A , English , The Today Show for the weekend and has a different cast , N/A , News  Talk-Show , 4.5 , 20 Sep 1987 , N/A , N/A , Dylan Dreyer , https://m.media-amazon.com/images/M/MV5BNTc2OTA4NmMtMWQ5MC00ZGY4LWEzM2UtNTViODVhYTYxNjQxXkEyXkFqcGdeQXVyMjQ4ODQ5MDI@._V1_SX300.jpg
Weekend Ticket , series , USA , N/A , English , N/A , N/A , Short  News , 6.3 , 11 Mar 2013 , N/A , N/A , Dave Karger , https://m.media-amazon.com/images/M/MV5BMTYzODA0Nzg3M15BMl5BanBnXkFtZTgwNjkzNTQwMDE@._V1_SX300.jpg
The Insider , series , Canada  USA  UK , N/A , Mandarin  English , The Insider brings you the latest celebrity and entertainment news. The Insider tackles the trending celebrity stories of the day  as well as exclusive interviews and in-depth reporting. , N/A , News , 2.8 , 13 Sep 2004 , N/A , N/A , Keltie Knight  Michael Yo  Louis Aguirre  Debbie Matenopoulos , https://m.media-amazon.com/images/M/MV5BODYzMGFiNmEtMGVkYi00MGU4LTk5YjgtYjcxMGNjZWJiOTUyXkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg
Global Citizen Festival , movie , USA , Louis J. Horvitz , English , N/A , N/A , Music , 6.9 , 26 Sep 2015 , N/A , N/A , Beyonc�  Joe Biden  Bono  Richard Branson , https://m.media-amazon.com/images/M/MV5BOWNmZDg2YjQtMzRkYy00NDkyLTg2ZTEtOWNlYzA5MDE5N2MzXkEyXkFqcGdeQXVyMzcyNjQzNTM@._V1_SX300.jpg
Scorsese's Goodfellas , movie , USA , N/A , English , In this produced by Brett Ratner new retrospective documentary we hear from cast members and additional participants include Harvey Keitel  Leonardo DiCaprio and Terence Winter  creator of ... , N/A , Documentary , 7.5 , 05 May 2015 , N/A , N/A , Lorraine Bracco  Robert De Niro  Leonardo DiCaprio  Harvey Keitel , https://m.media-amazon.com/images/M/MV5BNmQ4ZmNmMWUtNGExYy00MjI4LWI2ZjYtNGYzOGJhNjc0NWU4XkEyXkFqcGdeQXVyMjQ0NzE0MQ@@._V1_SX300.jpg
Green World Rising , movie , USA , Leila Conners , English , N/A , N/A , Documentary  Short , N/A , 30 Oct 2014 , N/A , N/A , N/A , N/A
Carbon , movie , USA , Leila Conners , English , N/A , N/A , Documentary  Short , N/A , 20 Aug 2014 , N/A , N/A , Leonardo DiCaprio , N/A
2014 MTV Movie Awards , movie , USA , Evan Silver , English , A film-awards show presented annually on MTV. , N/A , Comedy  Music  Reality-TV , 5.9 , 13 Apr 2014 , N/A , N/A , Conan O'Brien  Andy Samberg  Seth Rogen  Sarah Silverman , https://m.media-amazon.com/images/M/MV5BMjM1NTk0OTEzNl5BMl5BanBnXkFtZTgwMzgyNTg1MTE@._V1_SX300.jpg
The Oscars , movie , USA , Hamish Hamilton , English , The Academy of Motion Picture Arts and Sciences celebrates the year's achievements in film. , N/A , Comedy  Music , 7.9 , 02 Mar 2014 , TV-14 , Won 1 Primetime Emmy. Another 1 win & 10 nominations. , Ellen DeGeneres  Anne Hathaway  Barkhad Abdi  Bradley Cooper , https://m.media-amazon.com/images/M/MV5BZGZhMzQ4MmMtYjQ4Zi00NTg2LTkwNDItY2I4NzRlNmU3NjM5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg
The Oscars Red Carpet Live 2014 , movie , USA , Joe DeMaio , English , N/A , N/A , News , N/A , 02 Mar 2014 , N/A , N/A , N/A , N/A
SAG Foundation Conversations , series , USA , N/A , English , N/A , N/A , Talk-Show , 7.2 , 29 Jul 1997 , N/A , N/A , Leslie Jordan  Simon Baker  David Boreanaz  Clifton Collins Jr. , N/A
EE British Academy Film Awards: The Red Carpet Show , movie , UK , Tuds Archer , English , N/A , N/A , N/A , N/A , 16 Feb 2014 , N/A , N/A , Edith Bowman  Amy Adams  Jesse Armstrong  Sam Bain , N/A
The EE British Academy Film Awards , movie , UK , Nikki Parsons , English , N/A , N/A , N/A , 6.5 , 16 Feb 2014 , N/A , N/A , Stephen Fry  Claudia Winkleman  Tinie Tempah  Laura Mvula , N/A
Saturday Night Live , series , USA , N/A , English , A famous guest host stars in parodies and sketches created by the cast of this witty show. , N/A , Comedy  Music , 8.1 , 11 Oct 1975 , TV-14 , Won 71 Primetime Emmys. Another 90 wins & 429 nominations. , Don Pardo  Lenny Pickett  Darrell Hammond  Kenan Thompson , https://m.media-amazon.com/images/M/MV5BY2YxODFmOGUtMjY1OC00YTk5LTlkNWEtMzU5MWYxNTgwNzkxXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_SX300.jpg
19th Annual Critics' Choice Movie Awards , movie , USA , Michael Dempsey , English , N/A , N/A , N/A , 6.6 , 16 Jan 2014 , N/A , N/A , Aisha Tyler  James Marsden  Christina Applegate  Christian Bale , N/A
2014 Golden Globe Arrivals Special , movie , USA , Gregg Gelfand , English , N/A , N/A , Talk-Show , 7.0 , 12 Jan 2014 , N/A , N/A , Matt Lauer  Savannah Guthrie  Carson Daly  Tamron Hall , N/A
71st Golden Globe Awards , movie , USA , Louis J. Horvitz , English , The Hollywood Foreign Press Association's 71 annual event honoring excellence in film and television. , N/A , N/A , 7.2 , 12 Jan 2014 , N/A , Nominated for 2 Primetime Emmys. Another 2 wins & 1 nomination. , Tina Fey  Amy Poehler  Jennifer Lawrence  Jacqueline Bisset , https://m.media-amazon.com/images/M/MV5BMTQ0MjEzMjgwMF5BMl5BanBnXkFtZTgwODg5OTE5MDE@._V1_SX300.jpg
The Hollywood Reporter in Focus , series , USA , N/A , English , N/A , N/A , Talk-Show , N/A , 29 Dec 2013 , N/A , N/A , Leonardo DiCaprio  Jonah Hill  Martin Scorsese  Terence Winter , N/A
Good Morning America , series , USA , N/A , English , ABC's "Good Morning America" presents the News and Information Source of the day's topics and journalism. The 1st Co-Host Team of David Hartman & Nancy Dussault  2nd was Sandy Hill  3rd was ... , N/A , News  Talk-Show , 4.6 , 06 Jan 1975 , TV-G , 16 wins & 43 nominations. , Lara Spencer  Ginger Zee  Robin Roberts  George Stephanopoulos , https://m.media-amazon.com/images/M/MV5BYzY0Y2RiNGYtNWQzYi00NTQ4LTg1M2MtMmE5MDQ3NWUxYjJmXkEyXkFqcGdeQXVyNjE4Njk5NTM@._V1_SX300.jpg
Charlie Rose , series , USA , N/A , English , Charlie Rose interviews noteworthy people in fields including politics and government  business and economics  science and technology  media  sports and the arts. , N/A , News  Talk-Show , 7.8 , 30 Sep 1991 , N/A , 2 wins & 4 nominations. , Charlie Rose , https://m.media-amazon.com/images/M/MV5BMjExOTQ0NDc2N15BMl5BanBnXkFtZTgwMDI2NTgwMzE@._V1_SX300.jpg
Last Hours , movie , USA , Leila Conners , English , N/A , N/A , Documentary  Short , N/A , 28 Sep 2013 , N/A , N/A , N/A , N/A
At the Movies , series , Australia , N/A , English , Following the 18-year success of their reviews on The Movie Show (1986)  renowned Australian critics and film supporters David Stratton and Margaret Pomeranz take to a new show  where each ... , N/A , Talk-Show , 8.2 , 01 Jul 2004 , N/A , N/A , David Stratton  Margaret Pomeranz , https://m.media-amazon.com/images/M/MV5BOGIyYWFlOTEtNzE2Mi00MzNiLThkZjItNDM4YjE1ZGUwNTNlXkEyXkFqcGdeQXVyMTIxMDUyOTI@._V1_SX300.jpg
Cinema 3 , series , Spain , N/A , Catalan , N/A , N/A , News , 6.7 , N/A , N/A , 5 wins. , Jaume Figueras , https://m.media-amazon.com/images/M/MV5BYmFiNDg5NjktMjRhOS00MjNhLTg3MGYtMzk1NTZjNzJkYThkXkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_SX300.jpg
Vivir de cine , series , Spain , N/A , Spanish , N/A , N/A , News , 4.8 , 26 Oct 2012 , N/A , N/A , Jos� Ignacio Cuenca  Guillermo del Toro  Hugo Weaving , https://m.media-amazon.com/images/M/MV5BMTQ3MDYzOTg3NV5BMl5BanBnXkFtZTgwMjE5NDgwMDE@._V1_SX300.jpg
Festival international de Cannes , series , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , Kristin Scott Thomas  Isabelle Huppert  Pedro Almod�var  Charlotte Gainsbourg , https://m.media-amazon.com/images/M/MV5BNWU0YmZhOTktNzcwYi00YjRjLWFkNTItMDliZjg4MGU0OWJjXkEyXkFqcGdeQXVyNzgxODAyMjU@._V1_SX300.jpg
Celebrity Style Story , series , Canada , N/A , English , A stylish look at what all your favourite celebrities are wearing. , N/A , Reality-TV , 5.4 , 07 Jul 2012 , N/A , N/A , Shawn Hewson  Jenny Steele  Joe Zee  Elissa Lansdell , https://m.media-amazon.com/images/M/MV5BZGU1OTAzNTItNmQ5MS00MzFkLThlMzQtZTU3MWQ4N2YwYjhmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjM5OTEwNTU@._V1_SX300.jpg
Taff , series , Germany , N/A , German , N/A , N/A , News , 2.8 , N/A , N/A , 1 nomination. , Daniel Aminati  Annemarie Warnkross  Dominik Schott  Nela Panghy-Lee , https://m.media-amazon.com/images/M/MV5BYWRjZGIyZjUtZTFlZi00OWFmLTgwYjktY2RkMWI3Mjk2M2QwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTgxNDYxOTM@._V1_SX300.jpg
Mezamashi terebi , series , Japan , N/A , Japanese , N/A , N/A , News , 4.2 , 01 Apr 1994 , N/A , N/A , Shin'ichi Karube  Y�ko Sh�no  Masaharu Miyake  Yuki Yamasaki , N/A
70th Golden Globe Awards , movie , USA , Louis J. Horvitz , English , A ceremony that honors the best in Television and cinema of the year hosted by Tina Fey and Amy Poehler , N/A , News  Reality-TV  Talk-Show , 7.4 , 13 Jan 2013 , N/A , Nominated for 2 Primetime Emmys. Another 1 win & 2 nominations. , Tina Fey  Amy Poehler  Amy Adams  Adele , https://m.media-amazon.com/images/M/MV5BMTM5MDY1NDkxOV5BMl5BanBnXkFtZTcwMjQ4NDE5OA@@._V1_SX300.jpg
Titanic: 100 Years On , movie , USA , Tara Pirnia , English , Google this "mark chapman tara pirnia" Titanic production. , N/A , History , 7.1 , 01 Mar 2012 , N/A , N/A , James Cameron  Leonardo DiCaprio  Bill Paxton  Kate Winslet , https://m.media-amazon.com/images/M/MV5BMTQ2MjE2NDU4NF5BMl5BanBnXkFtZTgwNjM1NjA2MDE@._V1_SX300.jpg
ES.TV HD , series , USA , N/A , English , N/A , N/A , Talk-Show , 3.9 , 01 Feb 2009 , N/A , N/A , Byron Allen , N/A
J. Edgar: A Complicated Man , movie , USA , N/A , English , The real story of J. Edgar Hoover  created as a bonus featurette for the international DVD/Blu-ray of the film J. Edgar (2011). , N/A , Documentary  Short  Biography , 7.3 , 21 Feb 2012 , N/A , N/A , Leonardo DiCaprio  Clint Eastwood  Armie Hammer  Naomi Watts , N/A
J. Edgar: The Most Powerful Man in the World , movie , USA , N/A , English , The real story of J. Edgar Hoover  created as a bonus featurette for the DVD/Blu-ray of the film J. Edgar (2011). , N/A , Documentary  Short  Biography , 6.6 , 21 Feb 2012 , N/A , N/A , Dustin Lance Black  Scott Nelson  Leonardo DiCaprio  Brian Grazer , N/A
The 69th Annual Golden Globe Awards , movie , USA , Louis J. Horvitz , English , The annual Golden Globe Awards hosted by Ricky Gervais. , N/A , N/A , 7.2 , 15 Jan 2012 , N/A , N/A , Leonardo DiCaprio  Johnny Depp  Emily Blunt  Shailene Woodley , https://m.media-amazon.com/images/M/MV5BMzUwNTI5ODc1N15BMl5BanBnXkFtZTcwNjQ3NzQyNw@@._V1_SX300.jpg
17th Annual Critics' Choice Movie Awards , movie , USA , Fatal Farm , English , N/A , N/A , Reality-TV , 5.3 , 12 Jan 2012 , N/A , N/A , Paul Scheer  Rob Huebel  Carrie Keagan  Judd Apatow , N/A
Big Morning Buzz Live , series , USA , N/A , English , Hosted by Carrie Keagan for it's first nine seasons  then Nick Lachey for its final season  Big Morning Buzz Live is a fun and edgy  one-hour morning talk show on VH1. , N/A , Talk-Show , 6.0 , 09 May 2011 , N/A , 2 wins. , Carrie Keagan  Jason Dundas , https://m.media-amazon.com/images/M/MV5BMjZkMTY5YzQtZTMzZi00NjA0LTkyODgtZTE1MTljZjVkZDczXkEyXkFqcGdeQXVyMTg1MjA1Mjk@._V1_SX300.jpg
Up Close with Carrie Keagan , series , USA , N/A , English , N/A , N/A , Talk-Show , 5.3 , 21 Feb 2007 , N/A , N/A , Carrie Keagan , N/A
The Love We Make , movie , USA , Bradley Kaplan  Albert Maysles , English , In the aftermath of the September 11th attacks on the World Trade Center  Paul McCartney travels through the streets of New York and organizes a benefit concert. , 65 , Documentary , 6.5 , 10 Sep 2011 , Not Rated , N/A , Rusty Anderson  Backstreet Boys  Jon Bon Jovi  David Bowie , https://m.media-amazon.com/images/M/MV5BNDAyNjI3NDUzMV5BMl5BanBnXkFtZTcwOTY4NDk1Ng@@._V1_SX300.jpg
Unite for Japan , movie , USA , Ken Watanabe , English , Celebrities join there voices to spread the word about the 2007 devastation of Japan. There hope is to inspire people to support and donate. , N/A , Short , 6.8 , 28 Apr 2011 , N/A , N/A , Ken Watanabe  Jamie Lee Curtis  Apolo Ohno  Paula Abdul , https://m.media-amazon.com/images/M/MV5BMTU5MTExOTg1OV5BMl5BanBnXkFtZTcwNzk4NjQyNw@@._V1_SX300.jpg
Close Up , series , USA , N/A , English  French , Primarily meant for the Asian market  these collections of biographies were filmed in English  then translated to the various languages of the networks country of origin. Each of the ... , N/A , Biography , 7.5 , 01 Jan 2011 , N/A , N/A , Angela Valley , https://m.media-amazon.com/images/M/MV5BMjEzMzg5MzgwMF5BMl5BanBnXkFtZTgwOTQ2Njk3MDE@._V1_SX300.jpg
Inception: Jump Right Into the Action , movie , USA , N/A , English , Join filmmaker Christopher Nolan and his cast and crew as they reveal the secrets of Inception  its development  characters  performances  story and jaw-dropping special effects in this solid 14-segments piece. , N/A , Documentary , 8.4 , 07 Dec 2010 , N/A , N/A , Leonardo DiCaprio  Joseph Gordon-Levitt  Christopher Nolan , https://m.media-amazon.com/images/M/MV5BZGFjOTRiYjgtYjEzMS00ZjQ2LTkzY2YtOGQ0NDI2NTVjOGFmXkEyXkFqcGdeQXVyNDQ5MDYzMTk@._V1_SX300.jpg
Dreams: Cinema of the Subconscious , movie , USA , Roko Belic , English , N/A , N/A , Documentary , 7.9 , 07 Dec 2010 , N/A , N/A , Joseph Gordon-Levitt  William C. Dement  Jayne Gackenbach  Deirdre Barrett , https://m.media-amazon.com/images/M/MV5BZGUxNzRjZmUtNGFmOC00YzM5LTk5M2EtM2E4NzhiMDdjZmNiXkEyXkFqcGdeQXVyODQwMzQ2MDk@._V1_SX300.jpg
Dante Ferretti: Scenografo italiano , movie , Italy , Gianfranco Giagni , Italian  English , The Documentary "Dante Ferretti - Production Designer" retraces the life and the career of Dante Ferretti  the famous Italian Artist and Production Designer  who won two Academy Awards (The... , N/A , Documentary  Biography , 7.4 , 10 Sep 2010 , N/A , 2 wins. , Dante Ferretti  Martin Scorsese  Terry Gilliam  Leonardo DiCaprio , N/A
Janela Indiscreta , series , Portugal , N/A , Portuguese , A portuguese show where Mario Augusto presents the new films of the week and interviews actors  actresses and directors. , N/A , News , 6.5 , 03 Mar 2010 , N/A , 2 wins & 3 nominations. , M�rio Augusto , https://m.media-amazon.com/images/M/MV5BYTk1ZGY5NTEtOGZiZi00NWJjLWFlYzktMzU1ZjA3NzdhMzhjXkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_SX300.jpg
The 7PM Project , series , Australia , N/A , English , A panel of Australian personalities taking a new modern and slightly funny look at the news , N/A , Comedy  News  Talk-Show , 5.0 , 20 Jul 2009 , N/A , 1 win & 2 nominations. , Carrie Bickmore  Charlie Pickering  Dave Hughes , https://m.media-amazon.com/images/M/MV5BMTAzMTIxNDYyNjdeQTJeQWpwZ15BbWU4MDAxMzE4OTAx._V1_SX300.jpg
Mark at the Movies , series , USA , N/A , English , Movie review show. , N/A , N/A , 5.8 , 01 Oct 2009 , N/A , N/A , Rachel Greninger  Mark S. Allen  Ashley Williams , N/A
20 heures le journal , series , France , N/A , French , N/A , N/A , News , 5.5 , 05 Oct 1981 , N/A , N/A , David Pujadas  Laurent Delahousse  Claude S�rillon  Nicolas Sarkozy , N/A
HBO First Look , series , USA , N/A , English , Behind-the-scenes look at upcoming feature films  featuring interview commentary with their casts and crews. , N/A , Documentary  Short , 6.1 , 01 Mar 1994 , N/A , 3 nominations. , Tom Hanks  Sandra Bullock  Will Smith  Matt Damon , https://m.media-amazon.com/images/M/MV5BYjg5ZDE3NTUtMjQ2Ni00MzgwLWI3ZjMtYTY3NDI0YjFjNjgyXkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg
Shutter Island: Behind the Shutters , movie , USA , N/A , English , A captivating piece  which only should be viewed after you watch the movie. All the principal actors join Scorsese to discuss the director's style (Ben Kingsley calls him "a painter")  his ... , N/A , Documentary  Short , N/A , 08 Jun 2010 , N/A , N/A , Leonardo DiCaprio  Ben Kingsley  Dennis Lehane  Mark Ruffalo , N/A
Shutter Island: Into the Lighthouse , movie , USA , N/A , English , This thoughtful  often fascinating featurette focuses on the film's psychiatric aspects and how consultant James Gilligan counseled the actors so they could better understand their ... , N/A , Documentary  Short , 8.5 , 08 Jun 2010 , N/A , N/A , Leonardo DiCaprio  Dante Ferretti  James Gilligan  Ben Kingsley , https://m.media-amazon.com/images/M/MV5BMTg1ZTcyY2ItZGU1Yy00ZWJkLWE4ZGMtNTM4MDIxZmEzNDg0XkEyXkFqcGdeQXVyMjQ0NzE0MQ@@._V1_SX300.jpg
Guys Choice , movie , USA , N/A , English , N/A , N/A , N/A , 7.4 , 29 Apr 2010 , N/A , N/A , Ben Affleck  Jessica Biel  Adrien Brody  Sandra Bullock , N/A
Hubble 3D , movie , Canada , Toni Myers , English , An IMAX 3D camera chronicles the effort of 7 astronauts aboard the Space Shuttle Atlantis to repair the Hubble Space Telescope. , 79 , Documentary , 7.7 , 19 Mar 2010 , G , 1 win. , Leonardo DiCaprio  Scott D. Altman  Andrew J. Feustel  Michael T. Good , https://m.media-amazon.com/images/M/MV5BMTM0NDgwOTU2MV5BMl5BanBnXkFtZTcwNDA3MzUxMw@@._V1_SX300.jpg
Face 2 Face , series , UK , N/A , English , N/A , N/A , N/A , N/A , 12 Mar 2010 , N/A , N/A , Mark Dolan , N/A
Xpose , series , Ireland , N/A , English , A daily look at celebrity life in Ireland  Hollywood and beyond - covering all the big home events including the top awards ceremonies  film premieres  rock and pop concerts  fashion shows ... , N/A , Music  News  Talk-Show , 3.6 , 16 Apr 2007 , N/A , 1 nomination. , Aisling O'Loughlin  Karen Koster  Lisa Cannon  Glenda Gilson , https://m.media-amazon.com/images/M/MV5BOWViNmYyNWItNjUxNS00ZTFkLTllMjctZGU5NjEyZWFjMjQ0XkEyXkFqcGdeQXVyMzI0NzQ3NzM@._V1_SX300.jpg
Fantastic , series , Brazil , N/A , Portuguese , Long running Brazilian series in the form of electronic magazine; the so-called Show of Life mixes journalism  reporting  sport  humor  dramaturgy  documentary  music and science on Sunday nights. , N/A , Crime  Music  News  Reality-TV  Sport , 5.6 , 05 Aug 1973 , N/A , 1 win & 2 nominations. , Zeca Camargo  Tadeu Schmidt  Renata Ceribelli , https://m.media-amazon.com/images/M/MV5BZTdlNTQ3NjgtYWE2YS00ZDIzLWFjNzItOGI5OTRiZjEwNGM3XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg
Le grand journal de Canal+ , series , France , N/A , French  English , N/A , N/A , Documentary  Comedy  Talk-Show , 5.7 , 30 Aug 2004 , N/A , N/A , Michel Denisot  Jean-Michel Aphatie  Ariane Massenet , https://m.media-amazon.com/images/M/MV5BMTIwMmNlYTctM2Q2YS00MTBmLWEzZWUtNjkwYmZhMmIzZjZiXkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg
Hope for Haiti Now: A Global Benefit for Earthquake Relief , movie , USA , N/A , English , Telethon in support of relief organizations dedicated to assisting victims of the earthquake that struck Haiti on January 12  2010. , N/A , Documentary  Music , 6.7 , 22 Jan 2010 , N/A , Nominated for 1 Primetime Emmy. Another 1 win. , Ben Affleck  Christina Aguilera  Muhammad Ali  Jennifer Aniston , https://m.media-amazon.com/images/M/MV5BZGEwYmJjYTEtOWFkNy00NThhLThmMjktODIwMjgwODNmZDU5XkEyXkFqcGdeQXVyMTM4NTY4MDY@._V1_SX300.jpg
The 67th Annual Golden Globe Awards , movie , USA , Chris Donovan , English , Welcome to the 67th annual Golden Globe Awards  and your host  Ricky Gervais. You may know him as the man who created The Office... , N/A , N/A , 7.2 , 17 Jan 2010 , N/A , 1 nomination. , Ricky Gervais  Amy Adams  Jane Adams  Christina Aguilera , https://m.media-amazon.com/images/M/MV5BNTEzNDIwOTY4M15BMl5BanBnXkFtZTcwODI2MTAxMw@@._V1_SX300.jpg
2009 Golden Globe Awards Red Carpet Special , movie , USA , Barry Glazer , English , N/A , N/A , N/A , 6.4 , N/A , N/A , N/A , Will Arnett  Tiki Barber  Pierce Brosnan  Brooke Burke-Charvet , N/A
Model Culture: One + Night in Bangkok , movie , Canada , Dave Cote , English , Dave Cote and Saira de Goede take us on a journey through Bangkok's Model Culture  through the models apartments  and behind the scenes at the parties and shows. , N/A , Comedy , 4.8 , 07 Oct 2009 , N/A , N/A , Justin Bratton  Dave Cote  Saira De Goede  Leonardo DiCaprio , https://m.media-amazon.com/images/M/MV5BMTY4OTQwMzM0Ml5BMl5BanBnXkFtZTcwNzgwNDM5NQ@@._V1_SX300.jpg
Lives of Quiet Desperation: The Making of Revolutionary Road , movie , USA , N/A , English , The challenges  obstacles and joys of filming and adapting Richard Yates' novel Revolutionary Road (2008) to the screen are presented by cast and crew of the film directed by Sam Mendes  ... , N/A , Documentary  Short , 6.8 , 02 Jun 2009 , N/A , N/A , Kathy Bates  Bobby Cohen  Roger Deakins  Leonardo DiCaprio , https://m.media-amazon.com/images/M/MV5BN2UyZDZiNmQtZDJiZS00YjY1LTg5YzMtODJjNjM1MDk1NWE4XkEyXkFqcGdeQXVyNDczODM3MDc@._V1_SX300.jpg
Nickelodeon Kids' Choice Awards 2009 , movie , USA , Beth McCarthy-Miller  Adam Vetri , English , N/A , N/A , Family , 6.8 , 28 Mar 2009 , N/A , N/A , Dwayne Johnson  David Archuleta  Casandra Ashe  Carmit Bachar , N/A
Actionable Intelligence: Deconstructing 'Body of Lies' , movie , USA , Charles de Lauzirika , English , A multi-part documentary exploring the creation of the film "Body of Lies." , N/A , Documentary , 6.9 , 17 Feb 2009 , NOT RATED , N/A , Russell Crowe  Donald De Line  Leonardo DiCaprio  David Ignatius , N/A
